IID	PC1	PC2
EYG8	0.1704527	-0.3503741
XL92	0.1633367	-0.3498218
T192	0.1559673	-0.3148731
BM21	0.1674913	-0.3443897
EYG04	0.1555978	-0.2959377
XL60	0.1524744	-0.3388647
T291	0.1507764	-0.3173415
QH2	0.1552834	-0.2960307
EYG45	0.1629299	-0.3442039
XL47	0.1574207	-0.3321377
T297	0.1529738	-0.3234813
QH3	0.1538119	-0.29838
EYG44	0.1576423	-0.3053154
XL76	0.1586593	-0.3471951
T188	0.1497691	-0.3116773
QH4	0.1569122	-0.3094396
EYG40	0.1543577	-0.3079169
BM28	0.1538771	-0.3276411
T190	0.1554402	-0.3209281
QH8	0.1528488	-0.3066957
HKC109	0.1444086	-0.1804191
BM37	0.1559109	-0.3340328
T242	0.1560406	-0.3166035
QH11	0.1546681	-0.3161553
HKC140	0.1467311	-0.1895496
BM27	0.1620251	-0.3552613
T248	0.1537462	-0.3159924
QH13	0.1565661	-0.3074844
KZ73	0.1415739	-0.1641346
BM02	0.1573491	-0.3320231
T126	0.152346	-0.3109621
QH15	0.1578427	-0.3139626
DX1157	0.1609949	-0.3054543
BM18	0.161681	-0.3380994
T127	0.1555507	-0.312191
QH16	0.1512063	-0.2999286
DX1175	0.1516162	-0.2688826
DBA018	0.155541	-0.348495
T199	0.1486361	-0.30945
QH19	0.1557467	-0.3060208
DX1170	0.1532438	-0.2828374
DBB001	0.158517	-0.3465578
T200	0.1463755	-0.3172945
QH20	0.1595322	-0.3158416
DX1047	0.1508739	-0.2660027
DBA01	0.1557216	-0.3469944
T289	0.1571346	-0.3211012
T18	0.1557843	-0.319374
DX1146	0.1512358	-0.2596289
DBB002	0.1585125	-0.3452398
HN1-243	0.1575741	-0.3594223
T215	0.1508337	-0.3200159
DX1058	0.1510597	-0.2799622
GL24	0.1553578	-0.3525955
HN1-273	0.1624598	-0.3566137
XL22	0.1668806	-0.3518932
DX1131	0.1536782	-0.2586536
B8	0.1613018	-0.3545439
HN1-232	0.1633066	-0.3523532
XL37	0.1610052	-0.3549247
QH6	0.1548634	-0.3086079
B14	0.1579141	-0.3553003
HN1-218	0.1623994	-0.3524217
XL05	0.1608551	-0.3380375
QH12	0.1561422	-0.3175932
B43	0.1558988	-0.3548884
HN1-206	0.1623643	-0.3579984
XHTB5	0.1571202	-0.3107037
Dong04	0.1572221	-0.3571206
B18	0.1588682	-0.3541199
HN1-260	0.1664783	-0.3520083
Dong12	0.1648553	-0.3532625
EYG06	0.165885	-0.3425084
B32	0.1620574	-0.3566401
HN1-106	0.1640328	-0.3567644
Dong13	0.1608089	-0.3562331
EYG25	0.1517681	-0.2724071
A019	0.160811	-0.3621928
Han516	0.1672104	-0.3564593
Dong01	0.1589581	-0.3562456
EYG42	0.1550693	-0.311776
A015	0.1572926	-0.3526577
Han1968	0.1676974	-0.3551071
A005	0.1617995	-0.3559089
EYG46	0.1647567	-0.3407736
A016	0.1623991	-0.3469026
Han2150	0.1656083	-0.3645029
Zhuang16	0.1594588	-0.3497644
EYG24	0.166411	-0.3394139
A123	0.1602416	-0.3523078
Han1467	0.1664415	-0.3602876
Zhuang10	0.161389	-0.3488921
BAO22	0.1582215	-0.3155588
W26	0.1651875	-0.3532415
Han1619	0.1670713	-0.3552219
Zhuang06	0.1593531	-0.3556738
BAO11	0.157706	-0.3238837
W15	0.1565057	-0.3522077
Han1900	0.1614397	-0.3594771
Zhuang05	0.1615702	-0.3570386
BAO03	0.1630248	-0.3151082
W41	0.1610705	-0.3542588
Han1934	0.1610553	-0.362888
Zhuang07	0.1609078	-0.3486013
Dong007	0.1637644	-0.3504252
Lebanese1AQ127	0.04214536	0.2059738
Lebanese1AQ170	0.04708121	0.2126238
Lebanese2AQ121	0.02268953	0.195328
Lebanese2AQ127	0.02539308	0.185525
Lebanese4AQ115	0.049218	0.216157
Lebanese6AQ115	0.04830883	0.2180634
Lebanese6AQ170	0.0458952	0.2117928
Lebanese6AS15	0.03167737	0.2034223
Lebanese7AQ150	0.03740732	0.1852325
Lebanese7AR20	0.04604563	0.2068234
Lebanese7AR23	0.04000918	0.2076551
Lebanese8AS15	0.04863093	0.218005
Lebanese10AQ127	0.02006455	0.2012108
Lebanese10AR37	0.05078072	0.2132449
Lebanese11AS14	0.04568029	0.2138462
Lebanese15AR37	0.03943253	0.1992133
Lebanese20AR21	0.03614412	0.2034516
Lebanese22BA23	0.04646183	0.2117243
Lebanese24AR27	0.03023227	0.1990247
Lebanese30AR21	0.0254794	0.1885463
French23812	0.08561263	0.2238032
French23814	0.08575383	0.231202
French23821	0.07056885	0.2158824
French23830	0.08111313	0.2246345
French23833	0.08992301	0.225553
French23862	0.08059208	0.2223355
French23915	0.08624267	0.2222056
French23919	0.07230039	0.2268208
French23952	0.0286652	0.1997293
French23989	0.08234613	0.2189933
French24061	0.08371031	0.226483
French24075	0.07788487	0.2243768
French24076	0.07896162	0.2215565
French24090	0.0899537	0.2223379
French24118	0.08792024	0.2255514
French24120	0.08725689	0.2188837
French24124	0.07854095	0.2319653
French24144	0.06335749	0.2069164
French24148	0.08794655	0.2292807
French24178	0.07570951	0.2171087
French24247	0.08666199	0.2240529
French24381	0.09176127	0.2230438
French24400	0.08587307	0.2297977
French24408	0.0845401	0.2271217
French24433	0.07510899	0.2177458
French24434	0.0876263	0.2216174
French24437	0.08255002	0.2181711
French24690	0.0861695	0.224038
French24817	0.07697744	0.2154568
French25068	0.08365227	0.2251933
PV001	0.03502795	0.1456568
PV002	-0.08106053	0.1109002
PV003	0.03325761	0.1614143
PV004	0.03789201	0.1437573
PV005	0.04529873	0.147567
PV006	-0.02852429	0.1278777
PV007	0.03531893	0.1378069
PV008	0.01931349	0.1326816
Burm4	0.1358899	-0.275834
Burm7	0.1442765	-0.271932
Burm8	0.1309467	-0.2601408
Burm9	0.1232965	-0.2223333
Burm10	0.1364629	-0.2765911
Burm12	0.1443551	-0.2794248
Burm13	0.1446056	-0.310465
Burm14	0.132304	-0.2330579
Burm15	0.1287791	-0.2565877
Burm16	0.1484586	-0.3168452
Dusun4	0.1500753	-0.3381523
Dusun7	0.1512703	-0.3305184
Dusun8	0.1498002	-0.33147
Dusun10	0.1510681	-0.3391999
Dusun11	0.1563316	-0.3342693
Dusun12	0.1488567	-0.326354
Dusun14	0.1485597	-0.3316572
Dusun21	0.1442139	-0.3152528
Dusun22	0.1521089	-0.3405214
Dusun23	0.1528514	-0.3301042
PV019	0.06110463	0.1708868
PV020	0.06333054	0.1794963
PV021	0.06702758	0.1777307
PV022	0.068326	0.1723677
PV023	0.06083691	0.1818344
PV024	0.07072122	0.1755451
PV025	0.06527079	0.1772786
PV026	0.05799922	0.1639084
PV027	0.06107082	0.1659232
PV028	0.06599178	0.1850696
Igorot3	0.1546555	-0.3478635
Igorot4	0.16111	-0.3507644
Igorot5	0.1599843	-0.3566283
Igorot6	0.1595144	-0.3472705
Igorot10	0.161067	-0.3526472
Igorot11	0.151074	-0.3368695
Igorot13	0.1580357	-0.3593233
Igorot17	0.1616361	-0.3520904
Igorot21	0.1623287	-0.3545601
Igorot23	0.1626116	-0.3507027
ITS2	0.06666446	0.2226947
ITS4	0.06257906	0.2210834
ITS5	0.06424386	0.2241857
ITS7	0.05975387	0.220266
LIB7	-0.07916674	0.1705935
LIB13	-0.08132772	0.1527803
LIB18	-0.07743491	0.1672066
LIB27	-0.07951831	0.1693434
LIB30	-0.07775606	0.1652361
PV009	0.05901291	0.1685674
PV010	0.0560402	0.1675925
PV011	0.06146606	0.1809304
PV012	0.05335216	0.1900167
PV013	0.06053187	0.1725103
PV014	0.0640965	0.1891461
PV015	0.06309525	0.1706573
PV016	0.0567396	0.180317
PV017	0.06412562	0.186045
PV018	0.06639327	0.1751368
Luz2	0.1528066	-0.3398629
Luz5	0.1344275	-0.273754
Luz6	0.145827	-0.3374757
Luz8	0.1490623	-0.3049814
Luz9	0.1474181	-0.3236533
Luz10	0.1381628	-0.3145735
Luz11	0.1469832	-0.3262337
Malay2	0.1418251	-0.3063248
Malay5	0.1253767	-0.2261572
Malay6	0.1373025	-0.2960257
Malay10	0.1309854	-0.2831307
Malay11	0.1385884	-0.2906826
Malay13	0.1342219	-0.2716801
Malay14	0.1416442	-0.3114491
Malay20	0.1330737	-0.2548716
Malay21	0.1321077	-0.2857375
MCA7	-0.1164807	0.1585255
MCA8	-0.1286792	0.1472445
MCA9	-0.09632046	0.165262
MCA14	-0.1051019	0.1542601
MCA16	-0.1143418	0.1524635
MCA19	-0.2097856	0.1108219
MCA24	-0.1519663	0.1411168
MCA37	-0.106515	0.1568683
MCA38	-0.2005232	0.1259276
MCA39	-0.1503508	0.1411967
Murut2	0.1545684	-0.3340179
Murut3	0.1491631	-0.3325998
Murut4	0.1560578	-0.3360054
Murut5	0.153988	-0.3371853
Murut6	0.1520238	-0.3420255
Murut9	0.1546257	-0.335678
Murut11	0.1501491	-0.3366467
Murut13	0.1513772	-0.3339585
Murut15	0.1553007	-0.3304053
Murut17	0.1533597	-0.3405054
PV029	0.06184573	0.1815853
PV030	0.06051312	0.1700295
PV031	0.05521891	0.1516606
PV032	0.05587439	0.167544
PV033	0.06067965	0.1553559
PV034	0.06232971	0.1773324
PV035	0.06394085	0.1642211
PV036	0.04278448	0.1687705
PV037	0.04075201	0.1697959
PV038	0.05991706	0.1494326
Tuebingen02	0.1528212	-0.2193788
Tuebingen06	0.1665543	-0.2814012
Tuebingen07	0.170014	-0.2889199
Tuebingen12	0.1667911	-0.288093
Tuebingen14	0.1673928	-0.2876901
Tuebingen17	0.1679777	-0.289753
Tuebingen19	0.1680972	-0.3029136
Tuebingen21	0.1659372	-0.29264
Tuebingen23	0.1611993	-0.2952596
Tuebingen25	0.168956	-0.297216
Tuebingen27	0.1668035	-0.2954757
Tuebingen28	0.1658756	-0.3075046
Tuebingen35	0.1456228	-0.1569942
Tuebingen44	0.155655	-0.2053475
Tuebingen50	0.1452536	-0.1505811
Tuebingen51	0.1500259	-0.1444269
Tuebingen52	0.1440447	-0.1351711
Tuebingen53	0.1506135	-0.1225075
Tuebingen54	0.1428756	-0.1316795
Tuebingen58	0.1475447	-0.1277491
Tuebingen59	0.1465028	-0.1427397
Tuebingen60	0.1490356	-0.1431879
Tuebingen62	0.1451769	-0.1388933
Tuebingen64	0.1360087	-0.1295503
Tuebingen72	0.1385917	-0.1356514
Tuebingen74	0.1389278	-0.1011676
Tuebingen76	0.1504719	-0.1561973
Tuebingen77	0.1315381	-0.1134464
Tuebingen79	0.1420129	-0.1344339
Tuebingen80	0.1503074	-0.1504479
Tuebingen81	0.1515116	-0.1639081
Tuebingen83	0.1483567	-0.1589465
Tuebingen82	0.1517159	-0.1624688
Tuebingen87	0.1548856	-0.1636465
Tuebingen90	0.1497889	-0.1593871
Tuebingen94	0.1445898	-0.1538163
Tuebingen95	0.1437323	-0.1552963
Tuebingen97	0.150284	-0.1579554
Tuebingen101	0.1429256	-0.1542687
Tuebingen103	0.1461947	-0.1472313
Tuebingen104	0.1439677	-0.1544203
Tuebingen106	0.1684322	-0.2929258
Tuebingen111	0.1669231	-0.2970829
Tuebingen112	0.1713977	-0.3006158
Tuebingen114	0.1689866	-0.2731594
Tuebingen116	0.1690459	-0.2973524
Tuebingen119	0.1646456	-0.2994655
Tuebingen121	0.1709792	-0.3046778
Tuebingen123	0.1645752	-0.309511
Tuebingen124	0.1762121	-0.3020865
Tuebingen126	0.1752163	-0.2865811
Tuebingen127	0.1662556	-0.3015854
TuebingenK7	0.1459416	-0.1456377
TuebingenK15	0.1405767	-0.1239295
TuebingenK16	0.1479069	-0.1546517
TuebingenK17	0.146327	-0.1500173
TuebingenK22	0.1426061	-0.1244825
TuebingenK29	0.1538797	-0.1561258
Vgut1	0.1638271	-0.2622225
Vgut2	0.1602298	-0.2593341
Vgut4	0.1647333	-0.2647996
Vgut6	0.160539	-0.2692505
Vgut7	0.1644433	-0.272278
Vgut8	0.1605742	-0.2258915
Vgut11	0.1673214	-0.2717405
Vgut12	0.1622302	-0.2552754
Vgut13	0.1611524	-0.2606535
Vgut14	0.1195646	0.01973937
Vgut15	0.1673487	-0.2724982
Vgut18	0.1626322	-0.2682426
Vgut19	0.1626962	-0.2558908
Viet5	0.1550305	-0.348312
Viet6	0.1579283	-0.3373722
Viet8	0.1570466	-0.345812
Viet10	0.1640621	-0.3404573
Viet12	0.1589525	-0.3512105
Viet24	0.1580193	-0.3434957
Viet27	0.1607404	-0.3410598
Viet29	0.1534047	-0.3402953
Viet33	0.1600488	-0.3453815
Viet36	0.1573496	-0.3359307
Vizaya1	0.1442278	-0.3318717
Vizaya2	0.1334445	-0.3170123
Vizaya3	0.138529	-0.3093543
Vizaya4	0.1427048	-0.3174514
A306	0.09175703	0.2122556
A325	0.08893603	0.216051
A343	0.07555959	0.2227094
A362	0.08303245	0.2171552
A374	0.08364004	0.2141883
Assyrian151	0.05708136	0.2109333
Assyrian152	0.06211942	0.2031409
Assyrian153	0.05851434	0.2057864
Assyrian155	0.05751344	0.2085791
Assyrian159	0.0580028	0.2066539
Assyrian160	0.06653991	0.1985612
Assyrian161	0.05989258	0.2058594
Assyrian162	0.05904571	0.2089244
Assyrian163	0.05787821	0.2043728
Assyrian164	0.06024977	0.2090832
Assyrian165	0.06505376	0.2030137
G408	0.07905347	0.2165875
G421	0.08582724	0.2173386
G428	0.08031775	0.2166204
G429	0.08061772	0.2203868
G434	0.07943893	0.2142554
Href	-0.2190874	0.07948763
Href_HO	-0.2175772	0.0792517
Gorilla	-0.793267	-0.1414094
Orang	-0.7679325	-0.136667
IHW9122(WOO,EM)	0.05777669	0.04569304
Bar03	-0.5804704	-0.06616986
Bar07	-0.5515003	-0.06292689
BBR034	-0.09787758	0.1559086
WGA_End08	-0.5529705	-0.060116
HGDP00456_WGA	-0.7796344	-0.1159175
HGDP01029_WGA	-0.9595406	-0.1262869
HGDP00551_WGA	0.02827643	-0.1713362
HGDP00927_WGA	-0.943891	-0.1203923
HGDP00998_WGA	0.1824343	-0.2699794
HGDP00778_WGA	0.1668033	-0.3793706
HGDP01224_WGA	0.1626026	-0.3286926
HGDP00521_WGA	0.0735174	0.2662155
HGDP00665_WGA	0.06708849	0.2465451
HGDP00491_WGA	0.06060153	-0.2020594
Yemen6	-0.2048274	0.1031044
NA13622	0.08382199	0.1748906
NA13624	0.07916355	0.1923711
NA13625	0.09616902	0.1563939
NA13617	0.08679993	0.166359
NA13618	0.07833205	0.196927
NA13620	0.07935201	0.1913869
Nesk21	0.1736821	-0.2810776
Nesk10	0.1678947	-0.2677669
Ngfn21	0.1722721	-0.3005456
Eritrean_1	-0.2716907	0.06998967
Eritrean_2	-0.2100842	0.09939911
Eritrean_3	-0.2476353	0.08148436
Y006	-0.004976199	0.1846403
Y018	-0.004102771	0.1853014
Y025	0.004421939	0.1855556
Y031	-0.005836987	0.187767
Y036	-0.007442175	0.1941376
Y037	0.007617634	0.1879848
Y038	-0.01506082	0.1946254
Y047	-0.01301714	0.1833959
Y064	-0.04902202	0.162749
Y070	-0.008664858	0.1858499
Y083	0.00140365	0.1913882
Y086	9.362728e-05	0.1791925
Y089	0.002579244	0.1910807
Y092	-0.005311824	0.1839602
Y097	-0.005698993	0.1877082
Y100	0.009548717	0.1869117
Y190	-0.1006767	0.1506398
Y205	-0.05839521	0.160765
Y208	-0.0005841798	0.1763358
Y210	-0.006182034	0.1851415
Y211	-0.05726581	0.1557026
Y216	-0.05727279	0.149615
Y217	-0.006748382	0.1901385
Y219	0.007986373	0.1958077
Y221	-0.0005866874	0.1926829
Y223	0.01876551	0.1913018
Y224	-0.02959492	0.1815557
Y225	0.02193756	0.1981821
Y226	-0.0229342	0.1815381
Y227	-0.02844657	0.1662052
Y232	-0.01248455	0.1892613
Y234	-0.02474038	0.1763255
Y235	-0.01894112	0.182296
Y236	0.01147975	0.1906249
Y237	0.0008932707	0.1864269
Y239	0.01109899	0.1887418
Y241	0.006187989	0.1963639
Y246	-0.1952944	0.1058702
Y250	-0.1337679	0.1164277
Y252	-0.1749553	0.09543428
Y254	0.003020219	0.1892749
Y258	-0.1007235	0.1335381
Y264	-0.1102938	0.1258575
Y276	-0.1206097	0.108022
Y279	-0.1626049	0.0980136
Y281	-0.2400165	0.0770907
Y283	-0.09751738	0.1319276
Y288	-0.132841	0.1067176
Y292	-0.1150251	0.1282052
Y299	0.01559967	0.1766816
Y301	0.004983672	0.185588
Y303	-0.1350296	0.1211855
Y311	0.02090849	0.1974753
Y312	0.02619276	0.1931584
Y313	-0.00521531	0.1884515
Y325	0.02441835	0.1900728
Y326	0.003206252	0.1933109
Y330	0.02452679	0.1970864
Y333	-0.1412516	0.1136696
Y334	-0.03246266	0.1683867
Y338	-0.157941	0.09574571
Y341	0.02071651	0.1953175
Y345	0.01085593	0.1917318
Y349	-0.00314955	0.181231
Y354	-0.027505	0.1689629
Y361	-0.258792	0.06790906
Y382	-0.004605547	0.1903681
Y388	-0.005095354	0.1851589
Y391	0.003752486	0.1932051
Y392	-0.004773455	0.186572
Y504	-0.0003231072	0.1789359
Y506	0.00234136	0.1866052
Y507	-0.1062997	0.1413085
Y517	0.006400526	0.1912733
Y518	0.003500306	0.1847147
Y519	0.001782626	0.1843082
Y520	-0.03731591	0.1720938
Y522	0.0074218	0.1886583
Y524	0.01024059	0.1930482
Y528	0.009632975	0.1851173
Y529	0.01686718	0.1925466
Y531	-0.03839646	0.1670765
Y532	-0.005345876	0.1959271
Y536	0.005244921	0.1865374
Y537	-0.03766339	0.1657491
Y540	0.008295761	0.1836649
Y541	-0.008034295	0.178813
Y542	0.003282294	0.188485
Y544	0.008753855	0.1877449
Y546	0.002789438	0.1841884
ALB126	0.06914293	0.2166119
ALB231	0.0704684	0.2238282
ALB389	0.06006046	0.2151924
ALE005	0.06289394	0.2161202
ALE009	0.06524743	0.2201135
ALE088	0.07833839	0.2210843
ALE339	0.06513506	0.2219756
ARM005	0.06646406	0.2272914
BON076	0.06461947	0.2184004
BOS010	0.06863873	0.2198133
BOS011	0.07069721	0.2224534
BOS015	0.07035019	0.2171151
BOS027	0.06765782	0.2204722
BOS029	0.0686364	0.2241584
CAL026	0.06847992	0.2234147
CAL053	0.07070033	0.2279402
CAL107	0.07583873	0.2332473
CAR007	0.07080202	0.221339
CAR016	0.07330737	0.2251302
CAR023	0.07835428	0.2214199
CAR048	0.07422248	0.2257559
CAR200	0.07380122	0.2231017
CAR212	0.05698786	0.222435
CAR256	0.06508624	0.2186332
CAR257	0.07455872	0.2172335
COD068	0.07222384	0.220254
COD147	0.06956431	0.2289696
COM032	0.07528904	0.2253303
DAN072	0.07679738	0.2227244
EST038	0.0715261	0.2207201
EST093	0.0649516	0.2167528
FER007	0.0729298	0.2234102
FER015	0.06961389	0.2229703
FER023	0.05727936	0.2152622
FER033	0.06911812	0.2348937
FER039	0.06574948	0.2245078
FER052	0.07195978	0.2271424
FER054	0.05994019	0.213477
FER097	0.06671532	0.2214851
FER101	0.0685417	0.2205213
FOR066	0.0698711	0.2361242
FOR067	0.0719396	0.2178438
FOR094	0.06054393	0.2228866
GRA011	0.0661527	0.2180725
GRA016	0.06830959	0.2255206
GRA020	0.06666904	0.2274216
GRA029	0.07565863	0.2215816
GRA035	0.07185666	0.2235213
GRA135	0.0668163	0.219644
GUL190	0.07417642	0.2247459
GUS007	0.06609593	0.2238652
GUS008	0.0697244	0.2271419
GUS014	0.07249175	0.214448
GUS029	0.06829299	0.2308237
GUS036	0.07219748	0.2229365
GUS040	0.06770413	0.2247693
GUS119	0.06647144	0.2208124
GUS199	0.06417111	0.2186293
GUS202	0.07394854	0.222366
GUS203	0.06753729	0.219295
MAS003	0.06734237	0.2178786
MAS016	0.07011503	0.221415
MAS064	0.05824691	0.2210807
MAY035	0.06737091	0.222499
MEL022	0.06392727	0.2228947
MIQ133	0.07319644	0.2156198
MOR061	0.07374527	0.218009
MOR068	0.07298388	0.2234552
MST073	0.07434304	0.2257849
MST075	0.06760761	0.2207554
NAC135	0.05878266	0.2196194
PIT001	0.06250234	0.2240148
PON058	0.07483733	0.2283015
RAG111	0.07127071	0.2276196
REI087	0.0724429	0.2253847
RIC076	0.06787112	0.2280724
RIC106	0.07112326	0.2213421
ROB016	0.07221041	0.2255575
ROB116	0.07137739	0.2233115
ROB127	0.06992024	0.2232632
ROI027	0.0678635	0.2211529
ROI042	0.07296638	0.2241075
ROI096	0.06411912	0.2175629
ROS005	0.07286042	0.2278239
ROS008	0.07428878	0.2257014
ROS025	0.07548734	0.2214234
SAB009	0.06572316	0.2226901
SAB014	0.07526921	0.2206765
SAB019	0.07122658	0.2197142
SAB131	0.07176891	0.2237165
SAB137	0.07690346	0.2173929
SER011	0.07005595	0.2212542
SER015	0.06615693	0.2294564
SER018	0.07801703	0.219495
SER022	0.0770971	0.2137735
SER027	0.06860279	0.222228
SER064	0.06536267	0.2197477
SLA017	0.06623703	0.2300941
SLM078	0.06861576	0.2220789
SOL051	0.07287346	0.2299685
SOL053	0.06568539	0.2235622
SOL083	0.07718686	0.2255038
SOL084	0.0649903	0.220901
STC091	0.06968021	0.2325873
VID003	0.07058789	0.2173803
VID014	0.07496978	0.2241062
VID016	0.07209253	0.2218157
VID037	0.07418585	0.2280526
VID044	0.07576031	0.2269008
VID048	0.07529769	0.2190959
VID057	0.06876936	0.2269273
EIV009_2	0.06113971	0.2196514
EIV010_2	0.0678837	0.2208313
EIV011_2	0.06163037	0.2185713
EIV001_2	0.06756343	0.2281964
EIV004_2	0.06764032	0.2243046
EIV012_2	0.06614264	0.2235471
EIV013_2	0.07231517	0.2210918
EIV014_2	0.0649476	0.2276651
EIV015_2	0.06368075	0.2244144
I0626_all	0.007452898	-0.01644694
I0627_all	0.01496554	-0.03778512
I1137_all_published	0.01696921	-0.04261672
I1859_all	0.008743643	-0.02090755
I2497_all	0.06504902	-0.1828033
I2731_all	0.007024444	-0.01848846
I4451_all	0.01204051	-0.1202254
I0626	0.004511513	-0.009401589
I0627	0.01312133	-0.03324553
I0944	0.005296715	0.01167284
I1135	0.002271648	-0.005379888
I1137	0.01387749	-0.03382588
I1781	0.01532552	0.04863919
I1782	0.01500809	0.03751135
I1787	0.001258563	0.004401694
I1788	0.01649058	0.04677652
I1789	0.002344867	0.007192558
I1790	0.01119408	0.03237958
I1792	0.003997812	0.005384806
I1793	0.005946698	0.01965476
I1859	0.007066654	-0.01723675
I2085	0.007104931	0.02514432
I2087	0.003956892	0.01145366
I2116	0.01841238	0.05043072
I2121	0.01190845	0.03902092
I2122	0.0008634883	0.003012869
I2123	0.02300275	0.02491868
I2125	0.004689642	0.01326831
I2128	0.002244395	0.006828903
I2497	0.04556668	-0.1105897
I2731	0.005563279	-0.01244326
I2922	0.01415564	0.05242118
I2927	0.02048772	0.06958274
I2928	0.008338959	0.03682983
I2960	0.03668712	0.05986345
I3374	0.0078716	0.02260331
I3448	0.02865439	0.06449289
I3456	-0.001760058	0.003004488
I3807	0.004188616	0.03274051
I3981	0.01012252	0.1193841
I4055_published	0.002799637	0.01280748
I4246_published	-0.07296385	0.1189645
I4451	0.0166604	-0.1049883
I7179	0.0001136873	0.0009061269
I7180	0.0003452606	0.003183036
I7182	0.001692877	0.01502527
I7184	0.0003175647	0.003255316
I7207	0.07165888	0.1673504
I7208	0.06842153	0.1666925
I7209	0.07606858	0.1787258
I7579	0.06529432	0.1783065
I7580	0.0657955	0.1822141
I7271	0.01569909	0.04441259
I7278	0.06605742	0.1815936
I7041	0.02854766	0.09386288
I7043	0.06179072	0.1947146
I7282	0.06386871	0.1773786
I7283	0.06316295	0.1831805
I7289	0.06694158	0.1738597
I7210	0.06170679	0.1715976
I7212	0.06576949	0.1716597
I7214	0.06318828	0.1735596
I6712	0.06501714	0.1289157
I6711	0.02071173	0.037989
I6714	0.07443787	0.1596937
I6718	0.07575806	0.1782651
I4157	0.01600614	0.04506416
I6707	0.07204681	0.1714318
I6708	0.01819746	-0.007769346
I6709	0.03690591	0.07836162
I6788	0.02098314	0.05364394
I6789	0.07486166	0.174295
I6790	0.07588273	0.1859945
I6791	0.07471538	0.1816902
I6792	0.08209405	0.1448835
I6793	0.07328552	0.1839338
I6794	0.07427468	0.1845795
I6795	0.09461915	0.08584719
I6796	0.06547233	0.178924
I6797	0.07949786	0.1713798
I6799	0.08057281	0.1539663
I6800	0.06341272	0.1475796
I7101	0.0003670969	0.001412781
I7102	0.0008320139	0.003046398
I7170	0.0001069665	0.001314417
I7171	0.0003539579	0.0008591947
I7411	0.0425104	0.1074802
I7173	0.0003710414	0.0009751172
I7412	0.03270046	0.09927565
I7414	0.04349411	0.1369647
I7416	0.04659846	0.139282
I7419	0.04403837	0.1330648
I7420	0.04981885	0.1378743
I7421	0.04462511	0.1375987
I7492	0.04884141	0.1393254
I7493	0.02097686	0.05868533
I7494	0.03205084	0.1256758
I7495	0.04050529	0.1311818
I7542	0.024153	0.08229295
I3023	0.009155999	0.03257574
I4158	0.001207497	0.001583955
I6695	0.07048419	0.1770639
I6696	0.0719746	0.1785335
I6713	0.05871001	0.1174851
I6715	0.0665325	0.1231473
I6716	0.07847477	0.1571632
I6717	0.1041895	0.02065107
I7040	0.01030008	0.03667972
I7042	0.05229962	0.2141891
I7044	0.05504916	0.1983498
I7045	0.05790526	0.2001275
I7195	0.0539737	0.161159
I7196	0.05973309	0.1734278
I7197	0.04586306	0.2072301
I7198	0.07375483	0.1619259
I7199	0.06911748	0.1671543
I7200	0.06159232	0.1649622
I7201	0.06099492	0.1511338
I7202	0.04450277	0.1232442
I7203	0.005774808	0.01667817
I7205	0.06379435	0.1677336
I7211	0.06595178	0.1788392
I7213	0.06478583	0.1783053
I7249	0.06954295	0.1776792
I7251	0.06790798	0.1720154
I7250	0.01189722	0.03659056
I7269	0.05564918	0.1620074
I7272	0.05367557	0.2084337
I7270	0.003304379	0.009328223
I7275	0.06004726	0.1617555
I7276	0.06694799	0.1750993
I7279	0.05365861	0.1328397
I7280	0.06959742	0.1598446
I7281	0.06103998	0.1719173
I7286	0.06957255	0.1826471
I7287	0.05310874	0.1407077
I7288	0.007210264	0.02067794
I7290	0.06719195	0.1858292
I7554	0.06092907	0.2064219
I7568	0.07082319	0.1750387
I7569	0.004601583	0.01288325
I7570	0.06369457	0.1756762
I7571	0.06536011	0.1756692
I7572	0.05786618	0.1433222
I7573	0.05919987	0.1691106
I7574	0.068941	0.1817818
I7575	0.06685044	0.1795626
I7576	0.06937017	0.1767604
I7577	0.06801075	0.1775593
I7578	0.06401249	0.1856096
I7626	0.0656903	0.1817515
I7627	0.06708934	0.1831751
I7628	0.03371196	0.09828147
I7630	0.002008993	0.003683821
I7635	0.04251235	0.1083438
I7638	0.05006929	0.1342151
I7639	0.004971433	0.01306806
I7640	0.0747036	0.1827954
I1783	0.01660185	0.026339
I0719.SG	0.1603536	-0.2517512
MA826.RISE00.SG	0.04704135	0.1246852
MA968.MA976.SG	0.03815492	0.09502442
CabecoArruda117B.SG	0.02108111	0.08348975
CabecoArruda122A.SG	0.04954015	0.2058185
CovaMoura364.SG	0.03357751	0.1465876
CovaMoura9B.SG	0.06340126	0.2376279
DolmenAnsiao96B.SG	0.051246	0.2066877
LugarCanto41.SG	0.04219277	0.1586716
LugarCanto42.SG	0.05536126	0.2436764
LugarCanto44.SG	0.05437996	0.2180434
LugarCanto45.SG	0.004336983	0.01876476
MonteCanelas337A.SG	0.00303891	0.0118095
MonteGato104.SG	0.03683215	0.1429668
TV32032extra.SG	0.03338474	0.1361643
TV3831.SG	0.03789664	0.1444056
ValeOuro10207.SG	0.01328345	0.05356982
Sanganji_131421-3_A1.SG	0.0007052579	-0.001695236
